1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.474,0.00012999,0.00012999,0.00012999,0.00012999,0.00012999,2.5206e-27,1.0896e-07,0.00012999,0.0025014,0.0071217,2.9482e-05,6.0923e-05,0.00012999,0.00029514,0.00068557
0.475,0.00012717,0.00012717,0.00012717,0.00012717,0.00012717,2.0907e-27,1.0412e-07,0.00012717,0.0024743,0.0070801,2.884e-05,5.9598e-05,0.00012717,0.00028879,0.00067106
0.476,0.00012441,0.00012441,0.00012441,0.00012441,0.00012441,1.7335e-27,9.948e-08,0.00012441,0.0024474,0.0070387,2.821e-05,5.8299e-05,0.00012441,0.00028258,0.00065683
0.477,0.00012171,0.00012171,0.00012171,0.00012171,0.00012171,1.4368e-27,9.5041e-08,0.00012171,0.0024208,0.0069975,2.7593e-05,5.7027e-05,0.00012171,0.00027649,0.00064288
0.478,0.00011906,0.00011906,0.00011906,0.00011906,0.00011906,1.1905e-27,9.0793e-08,0.00011906,0.0023945,0.0069565,2.6989e-05,5.5781e-05,0.00011906,0.00027052,0.00062921
0.479,0.00011647,0.00011647,0.00011647,0.00011647,0.00011647,9.8604e-28,8.6728e-08,0.00011647,0.0023684,0.0069157,2.6397e-05,5.456e-05,0.00011647,0.00026467,0.00061581
0.48,0.00011392,0.00011392,0.00011392,0.00011392,0.00011392,8.1641e-28,8.2838e-08,0.00011392,0.0023426,0.0068752,2.5817e-05,5.3364e-05,0.00011392,0.00025894,0.00060267
0.481,0.00011143,0.00011143,0.00011143,0.00011143,0.00011143,6.7572e-28,7.9116e-08,0.00011143,0.0023171,0.0068348,2.5249e-05,5.2192e-05,0.00011143,0.00025333,0.00058979
0.482,0.00010899,0.00010899,0.00010899,0.00010899,0.00010899,5.5907e-28,7.5555e-08,0.00010899,0.0022917,0.0067947,2.4692e-05,5.1044e-05,0.00010899,0.00024783,0.00057716
0.483,0.0001066,0.0001066,0.0001066,0.0001066,0.0001066,4.624e-28,7.2149e-08,0.0001066,0.0022667,0.0067548,2.4148e-05,4.992e-05,0.0001066,0.00024243,0.00056479
0.484,0.00010426,0.00010426,0.00010426,0.00010426,0.00010426,3.823e-28,6.889e-08,0.00010426,0.0022418,0.0067151,2.3614e-05,4.8819e-05,0.00010426,0.00023715,0.00055266
0.485,0.00010197,0.00010197,0.00010197,0.00010197,0.00010197,3.1596e-28,6.5774e-08,0.00010197,0.0022173,0.0066757,2.3091e-05,4.774e-05,0.00010197,0.00023198,0.00054078
0.486,9.9719e-05,9.9719e-05,9.9719e-05,9.9719e-05,9.9719e-05,2.6104e-28,6.2793e-08,9.9719e-05,0.0021929,0.0066364,2.2579e-05,4.6684e-05,9.9719e-05,0.00022691,0.00052913
0.487,9.7518e-05,9.7518e-05,9.7518e-05,9.7518e-05,9.7518e-05,2.1558e-28,5.9942e-08,9.7518e-05,0.0021688,0.0065974,2.2078e-05,4.5649e-05,9.7518e-05,0.00022194,0.00051771
0.488,9.5362e-05,9.5362e-05,9.5362e-05,9.5362e-05,9.5362e-05,1.7798e-28,5.7216e-08,9.5362e-05,0.0021449,0.0065585,2.1587e-05,4.4636e-05,9.5362e-05,0.00021707,0.00050652
0.489,9.325e-05,9.325e-05,9.325e-05,9.325e-05,9.325e-05,1.4688e-28,5.4609e-08,9.325e-05,0.0021213,0.0065199,2.1106e-05,4.3644e-05,9.325e-05,0.00021231,0.00049556
0.49,9.1182e-05,9.1182e-05,9.1182e-05,9.1182e-05,9.1182e-05,1.2117e-28,5.2117e-08,9.1182e-05,0.0020979,0.0064814,2.0635e-05,4.2672e-05,9.1182e-05,0.00020764,0.00048481
0.491,8.9157e-05,8.9157e-05,8.9157e-05,8.9157e-05,8.9157e-05,9.9921e-29,4.9734e-08,8.9157e-05,0.0020747,0.0064432,2.0174e-05,4.172e-05,8.9157e-05,0.00020306,0.00047428
0.492,8.7173e-05,8.7173e-05,8.7173e-05,8.7173e-05,8.7173e-05,8.2369e-29,4.7457e-08,8.7173e-05,0.0020518,0.0064052,1.9722e-05,4.0788e-05,8.7173e-05,0.00019858,0.00046397
0.493,8.5231e-05,8.5231e-05,8.5231e-05,8.5231e-05,8.5231e-05,6.7874e-29,4.5279e-08,8.5231e-05,0.0020291,0.0063673,1.928e-05,3.9876e-05,8.5231e-05,0.00019419,0.00045386
0.494,8.3328e-05,8.3328e-05,8.3328e-05,8.3328e-05,8.3328e-05,5.5909e-29,4.3198e-08,8.3328e-05,0.0020066,0.0063297,1.8847e-05,3.8982e-05,8.3328e-05,0.00018989,0.00044395
0.495,8.1465e-05,8.1465e-05,8.1465e-05,8.1465e-05,8.1465e-05,4.6036e-29,4.1209e-08,8.1465e-05,0.0019843,0.0062923,1.8423e-05,3.8107e-05,8.1465e-05,0.00018568,0.00043425
0.496,7.9641e-05,7.9641e-05,7.9641e-05,7.9641e-05,7.9641e-05,3.7892e-29,3.9308e-08,7.9641e-05,0.0019622,0.0062551,1.8008e-05,3.725e-05,7.9641e-05,0.00018156,0.00042474
0.497,7.7855e-05,7.7855e-05,7.7855e-05,7.7855e-05,7.7855e-05,3.1177e-29,3.7492e-08,7.7855e-05,0.0019404,0.006218,1.7602e-05,3.6412e-05,7.7855e-05,0.00017752,0.00041542
0.498,7.6106e-05,7.6106e-05,7.6106e-05,7.6106e-05,7.6106e-05,2.5642e-29,3.5756e-08,7.6106e-05,0.0019188,0.0061812,1.7204e-05,3.559e-05,7.6106e-05,0.00017356,0.00040629
0.499,7.4393e-05,7.4393e-05,7.4393e-05,7.4393e-05,7.4393e-05,2.1081e-29,3.4098e-08,7.4393e-05,0.0018974,0.0061445,1.6815e-05,3.4786e-05,7.4393e-05,0.00016969,0.00039735
0.5,7.2717e-05,7.2717e-05,7.2717e-05,7.2717e-05,7.2717e-05,1.7325e-29,3.2514e-08,7.2717e-05,0.0018762,0.0061081,1.6433e-05,3.3999e-05,7.2717e-05,0.00016589,0.00038859
0.501,7.1075e-05,7.1075e-05,7.1075e-05,7.1075e-05,7.1075e-05,1.4233e-29,3.1001e-08,7.1075e-05,0.0018552,0.0060718,1.606e-05,3.3228e-05,7.1075e-05,0.00016218,0.00038001
0.502,6.9468e-05,6.9468e-05,6.9468e-05,6.9468e-05,6.9468e-05,1.1688e-29,2.9555e-08,6.9468e-05,0.0018344,0.0060358,1.5695e-05,3.2474e-05,6.9468e-05,0.00015854,0.00037161
0.503,6.7894e-05,6.7894e-05,6.7894e-05,6.7894e-05,6.7894e-05,9.5942e-30,2.8175e-08,6.7894e-05,0.0018138,0.0059999,1.5337e-05,3.1736e-05,6.7894e-05,0.00015498,0.00036337
0.504,6.6354e-05,6.6354e-05,6.6354e-05,6.6354e-05,6.6354e-05,7.8725e-30,2.6856e-08,6.6354e-05,0.0017935,0.0059642,1.4987e-05,3.1013e-05,6.6354e-05,0.00015149,0.00035531
0.505,6.4846e-05,6.4846e-05,6.4846e-05,6.4846e-05,6.4846e-05,6.4572e-30,2.5597e-08,6.4846e-05,0.0017733,0.0059287,1.4644e-05,3.0305e-05,6.4846e-05,0.00014807,0.00034741
0.506,6.337e-05,6.337e-05,6.337e-05,6.337e-05,6.337e-05,5.2943e-30,2.4395e-08,6.337e-05,0.0017533,0.0058934,1.4309e-05,2.9612e-05,6.337e-05,0.00014473,0.00033967
0.507,6.1925e-05,6.1925e-05,6.1925e-05,6.1925e-05,6.1925e-05,4.339e-30,2.3247e-08,6.1925e-05,0.0017335,0.0058582,1.3981e-05,2.8935e-05,6.1925e-05,0.00014145,0.0003321
0.508,6.051e-05,6.051e-05,6.051e-05,6.051e-05,6.051e-05,3.5547e-30,2.2151e-08,6.051e-05,0.001714,0.0058233,1.366e-05,2.8271e-05,6.051e-05,0.00013825,0.00032467
0.509,5.9126e-05,5.9126e-05,5.9126e-05,5.9126e-05,5.9126e-05,2.911e-30,2.1105e-08,5.9126e-05,0.0016946,0.0057885,1.3345e-05,2.7622e-05,5.9126e-05,0.00013511,0.00031741
0.51,5.7771e-05,5.7771e-05,5.7771e-05,5.7771e-05,5.7771e-05,2.3829e-30,2.0107e-08,5.7771e-05,0.0016754,0.0057539,1.3038e-05,2.6986e-05,5.7771e-05,0.00013204,0.00031029
0.511,5.6444e-05,5.6444e-05,5.6444e-05,5.6444e-05,5.6444e-05,1.9499e-30,1.9153e-08,5.6444e-05,0.0016564,0.0057195,1.2737e-05,2.6364e-05,5.6444e-05,0.00012903,0.00030332
0.512,5.5146e-05,5.5146e-05,5.5146e-05,5.5146e-05,5.5146e-05,1.5948e-30,1.8244e-08,5.5146e-05,0.0016376,0.0056853,1.2442e-05,2.5755e-05,5.5146e-05,0.00012609,0.00029649
0.513,5.3876e-05,5.3876e-05,5.3876e-05,5.3876e-05,5.3876e-05,1.3039e-30,1.7376e-08,5.3876e-05,0.001619,0.0056513,1.2154e-05,2.516e-05,5.3876e-05,0.0001232,0.00028981
0.514,5.2633e-05,5.2633e-05,5.2633e-05,5.2633e-05,5.2633e-05,1.0656e-30,1.6548e-08,5.2633e-05,0.0016006,0.0056174,1.1872e-05,2.4577e-05,5.2633e-05,0.00012038,0.00028327
0.515,5.1416e-05,5.1416e-05,5.1416e-05,5.1416e-05,5.1416e-05,8.7055e-31,1.5757e-08,5.1416e-05,0.0015823,0.0055837,1.1596e-05,2.4007e-05,5.1416e-05,0.00011762,0.00027686
0.516,5.0226e-05,5.0226e-05,5.0226e-05,5.0226e-05,5.0226e-05,7.1088e-31,1.5004e-08,5.0226e-05,0.0015643,0.0055502,1.1325e-05,2.3449e-05,5.0226e-05,0.00011492,0.00027058
0.517,4.9061e-05,4.9061e-05,4.9061e-05,4.9061e-05,4.9061e-05,5.8025e-31,1.4284e-08,4.9061e-05,0.0015464,0.0055169,1.1061e-05,2.2903e-05,4.9061e-05,0.00011227,0.00026444
0.518,4.7921e-05,4.7921e-05,4.7921e-05,4.7921e-05,4.7921e-05,4.7343e-31,1.3598e-08,4.7921e-05,0.0015287,0.0054837,1.0803e-05,2.2368e-05,4.7921e-05,0.00010969,0.00025843
0.519,4.6805e-05,4.6805e-05,4.6805e-05,4.6805e-05,4.6805e-05,3.8611e-31,1.2944e-08,4.6805e-05,0.0015111,0.0054507,1.055e-05,2.1846e-05,4.6805e-05,0.00010715,0.00025254
0.52,4.5714e-05,4.5714e-05,4.5714e-05,4.5714e-05,4.5714e-05,3.1477e-31,1.232e-08,4.5714e-05,0.0014938,0.0054179,1.0302e-05,2.1334e-05,4.5714e-05,0.00010467,0.00024678
0.521,4.4646e-05,4.4646e-05,4.4646e-05,4.4646e-05,4.4646e-05,2.565e-31,1.1725e-08,4.4646e-05,0.0014766,0.0053853,1.006e-05,2.0834e-05,4.4646e-05,0.00010225,0.00024114
0.522,4.3601e-05,4.3601e-05,4.3601e-05,4.3601e-05,4.3601e-05,2.0893e-31,1.1158e-08,4.3601e-05,0.0014596,0.0053528,9.8236e-06,2.0345e-05,4.3601e-05,9.9873e-05,0.00023561
0.523,4.2579e-05,4.2579e-05,4.2579e-05,4.2579e-05,4.2579e-05,1.7011e-31,1.0617e-08,4.2579e-05,0.0014428,0.0053205,9.592e-06,1.9866e-05,4.2579e-05,9.755e-05,0.00023021
0.524,4.158e-05,4.158e-05,4.158e-05,4.158e-05,4.158e-05,1.3844e-31,1.0101e-08,4.158e-05,0.0014261,0.0052883,9.3655e-06,1.9398e-05,4.158e-05,9.5277e-05,0.00022492
0.525,4.0601e-05,4.0601e-05,4.0601e-05,4.0601e-05,4.0601e-05,1.1262e-31,9.6094e-09,4.0601e-05,0.0014096,0.0052564,9.1439e-06,1.894e-05,4.0601e-05,9.3053e-05,0.00021974
0.526,3.9645e-05,3.9645e-05,3.9645e-05,3.9645e-05,3.9645e-05,9.1576e-32,9.1408e-09,3.9645e-05,0.0013933,0.0052245,8.9272e-06,1.8492e-05,3.9645e-05,9.0877e-05,0.00021467
0.527,3.8709e-05,3.8709e-05,3.8709e-05,3.8709e-05,3.8709e-05,7.4432e-32,8.6943e-09,3.8709e-05,0.0013772,0.0051929,8.7153e-06,1.8054e-05,3.8709e-05,8.8748e-05,0.00020971
0.528,3.7793e-05,3.7793e-05,3.7793e-05,3.7793e-05,3.7793e-05,6.0472e-32,8.2687e-09,3.7793e-05,0.0013612,0.0051614,8.508e-06,1.7625e-05,3.7793e-05,8.6665e-05,0.00020485
0.529,3.6898e-05,3.6898e-05,3.6898e-05,3.6898e-05,3.6898e-05,4.9108e-32,7.8632e-09,3.6898e-05,0.0013453,0.0051301,8.3052e-06,1.7206e-05,3.6898e-05,8.4628e-05,0.0002001
0.53,3.6022e-05,3.6022e-05,3.6022e-05,3.6022e-05,3.6022e-05,3.9862e-32,7.4768e-09,3.6022e-05,0.0013297,0.005099,8.107e-06,1.6796e-05,3.6022e-05,8.2634e-05,0.00019545
0.531,3.5166e-05,3.5166e-05,3.5166e-05,3.5166e-05,3.5166e-05,3.2343e-32,7.1087e-09,3.5166e-05,0.0013142,0.005068,7.9131e-06,1.6395e-05,3.5166e-05,8.0685e-05,0.0001909
0.532,3.4328e-05,3.4328e-05,3.4328e-05,3.4328e-05,3.4328e-05,2.6231e-32,6.758e-09,3.4328e-05,0.0012988,0.0050371,7.7236e-06,1.6003e-05,3.4328e-05,7.8777e-05,0.00018645
0.533,3.3509e-05,3.3509e-05,3.3509e-05,3.3509e-05,3.3509e-05,2.1264e-32,6.424e-09,3.3509e-05,0.0012836,0.0050065,7.5382e-06,1.562e-05,3.3509e-05,7.6911e-05,0.00018209
0.534,3.2708e-05,3.2708e-05,3.2708e-05,3.2708e-05,3.2708e-05,1.723e-32,6.1058e-09,3.2708e-05,0.0012686,0.0049759,7.357e-06,1.5245e-05,3.2708e-05,7.5087e-05,0.00017783
0.535,3.1924e-05,3.1924e-05,3.1924e-05,3.1924e-05,3.1924e-05,1.3955e-32,5.8028e-09,3.1924e-05,0.0012537,0.0049456,7.1798e-06,1.4878e-05,3.1924e-05,7.3302e-05,0.00017366
0.536,3.1158e-05,3.1158e-05,3.1158e-05,3.1158e-05,3.1158e-05,1.1298e-32,5.5143e-09,3.1158e-05,0.001239,0.0049154,7.0065e-06,1.452e-05,3.1158e-05,7.1556e-05,0.00016957
0.537,3.0409e-05,3.0409e-05,3.0409e-05,3.0409e-05,3.0409e-05,9.1422e-33,5.2396e-09,3.0409e-05,0.0012244,0.0048853,6.8372e-06,1.417e-05,3.0409e-05,6.9849e-05,0.00016558
0.538,2.9677e-05,2.9677e-05,2.9677e-05,2.9677e-05,2.9677e-05,7.3945e-33,4.9781e-09,2.9677e-05,0.0012099,0.0048555,6.6716e-06,1.3827e-05,2.9677e-05,6.8179e-05,0.00016168
0.539,2.8961e-05,2.8961e-05,2.8961e-05,2.8961e-05,2.8961e-05,5.9782e-33,4.7291e-09,2.8961e-05,0.0011956,0.0048257,6.5097e-06,1.3492e-05,2.8961e-05,6.6547e-05,0.00015786
0.54,2.8261e-05,2.8261e-05,2.8261e-05,2.8261e-05,2.8261e-05,4.831e-33,4.4921e-09,2.8261e-05,0.0011815,0.0047961,6.3515e-06,1.3165e-05,2.8261e-05,6.495e-05,0.00015412
0.541,2.7576e-05,2.7576e-05,2.7576e-05,2.7576e-05,2.7576e-05,3.9021e-33,4.2666e-09,2.7576e-05,0.0011675,0.0047667,6.1968e-06,1.2845e-05,2.7576e-05,6.3389e-05,0.00015046
0.542,2.6907e-05,2.6907e-05,2.6907e-05,2.6907e-05,2.6907e-05,3.1504e-33,4.0519e-09,2.6907e-05,0.0011537,0.0047374,6.0456e-06,1.2532e-05,2.6907e-05,6.1862e-05,0.00014689
0.543,2.6253e-05,2.6253e-05,2.6253e-05,2.6253e-05,2.6253e-05,2.5423e-33,3.8476e-09,2.6253e-05,0.00114,0.0047083,5.8978e-06,1.2226e-05,2.6253e-05,6.037e-05,0.00014339
0.544,2.5614e-05,2.5614e-05,2.5614e-05,2.5614e-05,2.5614e-05,2.0506e-33,3.6532e-09,2.5614e-05,0.0011264,0.0046793,5.7534e-06,1.1927e-05,2.5614e-05,5.891e-05,0.00013997
0.545,2.4989e-05,2.4989e-05,2.4989e-05,2.4989e-05,2.4989e-05,1.6533e-33,3.4683e-09,2.4989e-05,0.001113,0.0046505,5.6122e-06,1.1635e-05,2.4989e-05,5.7484e-05,0.00013662
0.546,2.4378e-05,2.4378e-05,2.4378e-05,2.4378e-05,2.4378e-05,1.3323e-33,3.2924e-09,2.4378e-05,0.0010997,0.0046218,5.4742e-06,1.135e-05,2.4378e-05,5.6089e-05,0.00013335
0.547,2.3781e-05,2.3781e-05,2.3781e-05,2.3781e-05,2.3781e-05,1.0731e-33,3.1251e-09,2.3781e-05,0.0010865,0.0045933,5.3394e-06,1.1071e-05,2.3781e-05,5.4725e-05,0.00013015
0.548,2.3197e-05,2.3197e-05,2.3197e-05,2.3197e-05,2.3197e-05,8.6396e-34,2.9659e-09,2.3197e-05,0.0010735,0.0045649,5.2077e-06,1.0798e-05,2.3197e-05,5.3392e-05,0.00012702
0.549,2.2627e-05,2.2627e-05,2.2627e-05,2.2627e-05,2.2627e-05,6.9524e-34,2.8146e-09,2.2627e-05,0.0010606,0.0045367,5.0789e-06,1.0532e-05,2.2627e-05,5.2089e-05,0.00012396
0.55,2.207e-05,2.207e-05,2.207e-05,2.207e-05,2.207e-05,5.5919e-34,2.6707e-09,2.207e-05,0.0010479,0.0045086,4.9531e-06,1.0271e-05,2.207e-05,5.0815e-05,0.00012097
0.551,2.1525e-05,2.1525e-05,2.1525e-05,2.1525e-05,2.1525e-05,4.4956e-34,2.5338e-09,2.1525e-05,0.0010353,0.0044807,4.8302e-06,1.0017e-05,2.1525e-05,4.9571e-05,0.00011805
0.552,2.0993e-05,2.0993e-05,2.0993e-05,2.0993e-05,2.0993e-05,3.6124e-34,2.4037e-09,2.0993e-05,0.0010228,0.0044529,4.7101e-06,9.7683e-06,2.0993e-05,4.8354e-05,0.00011519
0.553,2.0473e-05,2.0473e-05,2.0473e-05,2.0473e-05,2.0473e-05,2.9013e-34,2.2801e-09,2.0473e-05,0.0010105,0.0044252,4.5928e-06,9.5254e-06,2.0473e-05,4.7165e-05,0.00011239
0.554,1.9964e-05,1.9964e-05,1.9964e-05,1.9964e-05,1.9964e-05,2.3291e-34,2.1625e-09,1.9964e-05,0.00099824,0.0043977,4.4781e-06,9.288e-06,1.9964e-05,4.6002e-05,0.00010966
0.555,1.9468e-05,1.9468e-05,1.9468e-05,1.9468e-05,1.9468e-05,1.8688e-34,2.0508e-09,1.9468e-05,0.00098615,0.0043703,4.3662e-06,9.0562e-06,1.9468e-05,4.4867e-05,0.00010698
0.556,1.8983e-05,1.8983e-05,1.8983e-05,1.8983e-05,1.8983e-05,1.4988e-34,1.9447e-09,1.8983e-05,0.00097419,0.0043431,4.2568e-06,8.8297e-06,1.8983e-05,4.3757e-05,0.00010437
0.557,1.8509e-05,1.8509e-05,1.8509e-05,1.8509e-05,1.8509e-05,1.2014e-34,1.8438e-09,1.8509e-05,0.00096235,0.004316,4.1499e-06,8.6084e-06,1.8509e-05,4.2672e-05,0.00010182
0.558,1.8046e-05,1.8046e-05,1.8046e-05,1.8046e-05,1.8046e-05,9.6253e-35,1.7479e-09,1.8046e-05,0.00095063,0.004289,4.0455e-06,8.3923e-06,1.8046e-05,4.1612e-05,9.932e-05
0.559,1.7593e-05,1.7593e-05,1.7593e-05,1.7593e-05,1.7593e-05,7.7079e-35,1.6569e-09,1.7593e-05,0.00093904,0.0042622,3.9435e-06,8.1811e-06,1.7593e-05,4.0577e-05,9.688e-05
0.56,1.7151e-05,1.7151e-05,1.7151e-05,1.7151e-05,1.7151e-05,6.1693e-35,1.5704e-09,1.7151e-05,0.00092757,0.0042355,3.844e-06,7.9749e-06,1.7151e-05,3.9565e-05,9.4496e-05
0.561,1.672e-05,1.672e-05,1.672e-05,1.672e-05,1.672e-05,4.9354e-35,1.4882e-09,1.672e-05,0.00091622,0.004209,3.7467e-06,7.7735e-06,1.672e-05,3.8576e-05,9.2165e-05
0.562,1.6298e-05,1.6298e-05,1.6298e-05,1.6298e-05,1.6298e-05,3.9463e-35,1.4102e-09,1.6298e-05,0.00090499,0.0041826,3.6517e-06,7.5768e-06,1.6298e-05,3.7611e-05,8.9887e-05
0.563,1.5886e-05,1.5886e-05,1.5886e-05,1.5886e-05,1.5886e-05,3.1538e-35,1.3362e-09,1.5886e-05,0.00089388,0.0041563,3.5589e-06,7.3846e-06,1.5886e-05,3.6667e-05,8.7661e-05
0.564,1.5484e-05,1.5484e-05,1.5484e-05,1.5484e-05,1.5484e-05,2.5192e-35,1.2658e-09,1.5484e-05,0.00088289,0.0041302,3.4684e-06,7.197e-06,1.5484e-05,3.5746e-05,8.5486e-05
0.565,1.5091e-05,1.5091e-05,1.5091e-05,1.5091e-05,1.5091e-05,2.0112e-35,1.199e-09,1.5091e-05,0.00087201,0.0041042,3.3799e-06,7.0138e-06,1.5091e-05,3.4845e-05,8.336e-05
0.566,1.4708e-05,1.4708e-05,1.4708e-05,1.4708e-05,1.4708e-05,1.6048e-35,1.1357e-09,1.4708e-05,0.00086125,0.0040783,3.2935e-06,6.8349e-06,1.4708e-05,3.3966e-05,8.1283e-05
0.567,1.4333e-05,1.4333e-05,1.4333e-05,1.4333e-05,1.4333e-05,1.2799e-35,1.0755e-09,1.4333e-05,0.00085061,0.0040526,3.2092e-06,6.6602e-06,1.4333e-05,3.3107e-05,7.9254e-05
0.568,1.3967e-05,1.3967e-05,1.3967e-05,1.3967e-05,1.3967e-05,1.0203e-35,1.0184e-09,1.3967e-05,0.00084008,0.004027,3.1268e-06,6.4896e-06,1.3967e-05,3.2268e-05,7.7271e-05
0.569,1.361e-05,1.361e-05,1.361e-05,1.361e-05,1.361e-05,8.1287e-36,9.6422e-10,1.361e-05,0.00082965,0.0040015,3.0465e-06,6.323e-06,1.361e-05,3.1449e-05,7.5334e-05
0.57,1.3262e-05,1.3262e-05,1.3262e-05,1.3262e-05,1.3262e-05,6.4728e-36,9.1281e-10,1.3262e-05,0.00081935,0.0039762,2.968e-06,6.1604e-06,1.3262e-05,3.0649e-05,7.3441e-05
0.571,1.2921e-05,1.2921e-05,1.2921e-05,1.2921e-05,1.2921e-05,5.1516e-36,8.6404e-10,1.2921e-05,0.00080915,0.003951,2.8914e-06,6.0017e-06,1.2921e-05,2.9868e-05,7.1592e-05
0.572,1.2589e-05,1.2589e-05,1.2589e-05,1.2589e-05,1.2589e-05,4.0979e-36,8.1777e-10,1.2589e-05,0.00079906,0.0039259,2.8166e-06,5.8467e-06,1.2589e-05,2.9105e-05,6.9786e-05
0.573,1.2264e-05,1.2264e-05,1.2264e-05,1.2264e-05,1.2264e-05,3.258e-36,7.7389e-10,1.2264e-05,0.00078908,0.0039009,2.7436e-06,5.6954e-06,1.2264e-05,2.8359e-05,6.8022e-05
0.574,1.1947e-05,1.1947e-05,1.1947e-05,1.1947e-05,1.1947e-05,2.5888e-36,7.3227e-10,1.1947e-05,0.0007792,0.0038761,2.6723e-06,5.5478e-06,1.1947e-05,2.7632e-05,6.6299e-05
0.575,1.1638e-05,1.1638e-05,1.1638e-05,1.1638e-05,1.1638e-05,2.056e-36,6.928e-10,1.1638e-05,0.00076943,0.0038514,2.6028e-06,5.4036e-06,1.1638e-05,2.6922e-05,6.4616e-05
0.576,1.1336e-05,1.1336e-05,1.1336e-05,1.1336e-05,1.1336e-05,1.632e-36,6.5538e-10,1.1336e-05,0.00075977,0.0038268,2.5349e-06,5.263e-06,1.1336e-05,2.6228e-05,6.2973e-05
0.577,1.1041e-05,1.1041e-05,1.1041e-05,1.1041e-05,1.1041e-05,1.2947e-36,6.1991e-10,1.1041e-05,0.00075021,0.0038024,2.4686e-06,5.1257e-06,1.1041e-05,2.5551e-05,6.1367e-05
0.578,1.0754e-05,1.0754e-05,1.0754e-05,1.0754e-05,1.0754e-05,1.0265e-36,5.8628e-10,1.0754e-05,0.00074076,0.0037781,2.404e-06,4.9917e-06,1.0754e-05,2.489e-05,5.98e-05
0.579,1.0473e-05,1.0473e-05,1.0473e-05,1.0473e-05,1.0473e-05,8.135e-37,5.544e-10,1.0473e-05,0.0007314,0.0037539,2.3409e-06,4.8609e-06,1.0473e-05,2.4245e-05,5.8269e-05
0.58,1.0199e-05,1.0199e-05,1.0199e-05,1.0199e-05,1.0199e-05,6.4432e-37,5.2419e-10,1.0199e-05,0.00072215,0.0037298,2.2793e-06,4.7333e-06,1.0199e-05,2.3615e-05,5.6774e-05
0.581,9.9316e-06,9.9316e-06,9.9316e-06,9.9316e-06,9.9316e-06,5.1004e-37,4.9557e-10,9.9316e-06,0.000713,0.0037059,2.2193e-06,4.6088e-06,9.9316e-06,2.3001e-05,5.5315e-05
0.582,9.6707e-06,9.6707e-06,9.6707e-06,9.6707e-06,9.6707e-06,4.0352e-37,4.6845e-10,9.6707e-06,0.00070395,0.003682,2.1607e-06,4.4873e-06,9.6707e-06,2.2401e-05,5.389e-05
0.583,9.4162e-06,9.4162e-06,9.4162e-06,9.4162e-06,9.4162e-06,3.1907e-37,4.4275e-10,9.4162e-06,0.00069499,0.0036583,2.1035e-06,4.3688e-06,9.4162e-06,2.1815e-05,5.2498e-05
0.584,9.1677e-06,9.1677e-06,9.1677e-06,9.1677e-06,9.1677e-06,2.5215e-37,4.1841e-10,9.1677e-06,0.00068614,0.0036348,2.0477e-06,4.2531e-06,9.1677e-06,2.1244e-05,5.114e-05
0.585,8.9254e-06,8.9254e-06,8.9254e-06,8.9254e-06,8.9254e-06,1.9916e-37,3.9536e-10,8.9254e-06,0.00067738,0.0036113,1.9933e-06,4.1403e-06,8.9254e-06,2.0686e-05,4.9814e-05
0.586,8.6889e-06,8.6889e-06,8.6889e-06,8.6889e-06,8.6889e-06,1.5721e-37,3.7353e-10,8.6889e-06,0.00066871,0.003588,1.9402e-06,4.0302e-06,8.6889e-06,2.0142e-05,4.8519e-05
0.587,8.4582e-06,8.4582e-06,8.4582e-06,8.4582e-06,8.4582e-06,1.2403e-37,3.5286e-10,8.4582e-06,0.00066014,0.0035648,1.8884e-06,3.9228e-06,8.4582e-06,1.9611e-05,4.7256e-05
0.588,8.2332e-06,8.2332e-06,8.2332e-06,8.2332e-06,8.2332e-06,9.7794e-38,3.3329e-10,8.2332e-06,0.00065167,0.0035417,1.8379e-06,3.8181e-06,8.2332e-06,1.9093e-05,4.6023e-05
0.589,8.0137e-06,8.0137e-06,8.0137e-06,8.0137e-06,8.0137e-06,7.7065e-38,3.1476e-10,8.0137e-06,0.00064329,0.0035187,1.7887e-06,3.7159e-06,8.0137e-06,1.8587e-05,4.4819e-05
0.59,7.7995e-06,7.7995e-06,7.7995e-06,7.7995e-06,7.7995e-06,6.0694e-38,2.9722e-10,7.7995e-06,0.00063499,0.0034958,1.7406e-06,3.6163e-06,7.7995e-06,1.8094e-05,4.3644e-05
0.591,7.5907e-06,7.5907e-06,7.5907e-06,7.5907e-06,7.5907e-06,4.7774e-38,2.8062e-10,7.5907e-06,0.0006268,0.0034731,1.6938e-06,3.5191e-06,7.5907e-06,1.7613e-05,4.2498e-05
0.592,7.387e-06,7.387e-06,7.387e-06,7.387e-06,7.387e-06,3.7582e-38,2.6492e-10,7.387e-06,0.00061869,0.0034504,1.6481e-06,3.4244e-06,7.387e-06,1.7143e-05,4.1379e-05
0.593,7.1883e-06,7.1883e-06,7.1883e-06,7.1883e-06,7.1883e-06,2.9547e-38,2.5006e-10,7.1883e-06,0.00061067,0.0034279,1.6035e-06,3.3319e-06,7.1883e-06,1.6685e-05,4.0287e-05
0.594,6.9945e-06,6.9945e-06,6.9945e-06,6.9945e-06,6.9945e-06,2.3216e-38,2.36e-10,6.9945e-06,0.00060274,0.0034055,1.5601e-06,3.2418e-06,6.9945e-06,1.6239e-05,3.9222e-05
